loan_id,customer_id,loan_sequence,product_type,ticket_size,tenure_mo,interest_rate_apr,origination_risk_grade,origination_date,origination_cohort,approval_tat_hrs,months_on_book,loan_status,default_flag,value_proxy
L0003748,C003005,1,BNPL,20018,4,29.86,C,2026-01-12,2026-01,3.42,4,Closed,0,-971
L0003749,C003006,1,Personal,113103,18,15.31,A,2026-05-05,2026-05,43.77,2,Active,0,2021
L0003750,C003007,1,Personal,258487,15,24.46,C,2025-09-18,2025-09,3.91,7,Closed,0,18941
L0003751,C003008,1,Personal,113537,19,26.58,D,2025-09-10,2025-09,5.69,10,Active,0,10995
L0003752,C003009,1,Personal,138535,19,19.4,B,2025-09-19,2025-09,2.49,10,Active,0,6976
L0003753,C003010,1,SME,2894603,22,17.17,B,2025-02-12,2025-02,3.39,7,Closed,0,128876
L0003754,C003010,2,Personal,36434,9,19.56,B,2025-03-13,2025-03,3.98,9,Closed,0,960
L0003755,C003011,1,BNPL,27711,3,30.11,C,2024-07-19,2024-07,2.25,3,Closed,0,-353
L0003756,C003012,1,Personal,105778,23,27.89,D,2024-10-09,2024-10,57.04,21,Active,0,16476
L0003757,C003013,1,Personal,65213,18,19.76,B,2024-08-24,2024-08,2.3,5,Closed,0,1339
L0003758,C003014,1,SME,944186,19,16.85,B,2025-07-23,2025-07,2.18,12,Active,0,55893
L0003759,C003015,1,BNPL,21852,4,29.65,C,2025-01-17,2025-01,0.54,4,Closed,1,-8688
L0003760,C003015,2,Personal,97778,21,27.83,D,2026-01-03,2026-01,3.96,6,Active,0,8416
L0003761,C003016,1,Personal,387012,26,27.03,D,2026-01-24,2026-01,2.36,6,Active,0,32428
L0003762,C003017,1,BNPL,5827,2,27.14,B,2026-06-01,2026-06,17.22,1,Active,0,-163
L0003763,C003018,1,Personal,91044,17,23.7,C,2024-11-19,2024-11,3.24,17,Closed,0,7312
L0003764,C003019,1,BNPL,7853,3,30.38,C,2025-09-24,2025-09,31.14,3,Closed,0,-1367
L0003765,C003019,2,Personal,84310,16,27.64,D,2026-06-10,2026-06,27.93,1,Active,0,2292
L0003766,C003020,1,BNPL,21290,3,29.11,C,2025-09-01,2025-09,42.1,3,Closed,0,-407
L0003767,C003021,1,BNPL,12668,2,27.09,B,2025-01-10,2025-01,4.37,2,Closed,0,-449
L0003768,C003022,1,BNPL,19978,4,30.56,C,2026-03-15,2026-03,2.69,4,Active,0,243
L0003769,C003022,2,Personal,121598,16,28.96,D,2026-03-23,2026-03,3.62,4,Active,0,7815
L0003770,C003023,1,Personal,127797,22,23.86,C,2024-09-26,2024-09,4.07,22,Active,0,16146
L0003771,C003023,2,BNPL,9443,2,33.92,D,2025-12-07,2025-12,2.15,2,Closed,0,-21
L0003772,C003024,1,SME,307644,42,16.66,B,2026-05-05,2026-05,4.45,2,Active,0,5556
L0003773,C003025,1,Personal,110086,28,27.41,D,2026-03-04,2026-03,4.32,4,Active,0,5616
L0003774,C003026,1,Personal,99701,18,32.23,E,2025-03-07,2025-03,13.64,16,Active,0,22254
L0003775,C003027,1,Personal,254033,28,20.49,B,2025-12-07,2025-12,14.73,7,Active,0,15515
L0003776,C003027,2,BNPL,16856,3,27.12,B,2026-02-09,2026-02,5.84,3,Closed,0,152
L0003777,C003028,1,Personal,123567,19,31.4,E,2026-04-13,2026-04,2.69,3,Active,0,6620
L0003778,C003029,1,BNPL,8308,5,23.85,A,2025-09-17,2025-09,1.26,5,Closed,0,-626
L0003779,C003030,1,Personal,120603,20,20.07,B,2025-01-11,2025-01,15.43,7,Closed,0,6260
L0003780,C003031,1,SME,816900,13,14.19,A,2024-07-20,2024-07,1.73,13,Closed,0,23999
L0003781,C003032,1,Personal,84518,18,27.75,D,2024-12-27,2024-12,29.38,18,Closed,0,11011
L0003782,C003032,2,BNPL,17490,4,32.5,D,2025-08-05,2025-08,41.42,4,Closed,0,742
L0003783,C003032,3,Personal,126855,11,23.9,C,2025-12-27,2025-12,46.59,7,Active,0,7621
L0003784,C003033,1,SME,1265896,35,14.01,A,2024-08-05,2024-08,11.24,23,Active,0,69048
L0003785,C003033,2,BNPL,6643,4,23.51,A,2025-08-04,2025-08,2.67,4,Closed,0,-181
L0003786,C003033,3,Personal,366987,19,16.95,A,2026-06-25,2026-06,9.76,1,Active,0,7160
L0003787,C003034,1,BNPL,20743,2,30.03,C,2024-07-24,2024-07,23.3,2,Closed,0,-16
L0003788,C003035,1,BNPL,8942,3,27.13,B,2025-12-03,2025-12,2.28,3,Closed,0,-557
L0003789,C003036,1,SME,2173098,22,20.32,C,2025-01-19,2025-01,12.0,18,Active,0,212692
L0003790,C003036,2,Personal,42846,18,28.83,D,2025-02-28,2025-02,3.97,17,Active,0,5713
L0003791,C003037,1,Personal,79917,17,24.16,C,2024-07-19,2024-07,22.6,17,Closed,0,7121
L0003792,C003038,1,Personal,93720,22,15.57,A,2025-02-28,2025-02,15.48,17,Active,0,3757
L0003793,C003039,1,SME,460333,30,17.26,B,2024-11-30,2024-11,5.03,20,Active,0,39257
L0003794,C003040,1,BNPL,31911,2,29.11,C,2024-11-20,2024-11,2.0,2,Closed,0,321
L0003795,C003040,2,Personal,307623,13,20.08,B,2026-05-02,2026-05,6.16,2,Active,0,8622
L0003796,C003041,1,Personal,116763,28,27.84,D,2026-04-10,2026-04,3.78,3,Active,0,5040
L0003797,C003042,1,SME,764605,22,17.25,B,2024-08-16,2024-08,2.28,22,Closed,0,53034
L0003798,C003043,1,Personal,255856,20,15.21,A,2026-05-19,2026-05,2.61,2,Active,0,4731
L0003799,C003044,1,BNPL,9904,3,26.54,B,2025-05-23,2025-05,109.98,3,Closed,0,-726
L0003800,C003045,1,Personal,191419,21,24.01,C,2025-07-04,2025-07,18.95,12,Active,0,18738
L0003801,C003045,2,Personal,128183,14,24.65,C,2025-12-06,2025-12,28.96,7,Active,0,8915
L0003802,C003046,1,Personal,79529,16,20.46,B,2025-02-23,2025-02,8.89,13,Written-off,1,-32507
L0003803,C003047,1,Personal,276811,18,23.63,C,2025-11-22,2025-11,5.45,8,Active,0,20336
L0003804,C003048,1,BNPL,50000,3,29.83,C,2024-10-15,2024-10,3.45,3,Closed,0,175
L0003805,C003049,1,SME,221717,34,20.08,C,2025-10-25,2025-10,24.07,9,Active,0,15718
L0003806,C003050,1,BNPL,15036,2,33.06,D,2025-10-31,2025-10,2.63,2,Closed,0,-1113
L0003807,C003051,1,BNPL,9427,3,28.34,B,2025-07-13,2025-07,4.99,3,Closed,0,-597
L0003808,C003052,1,BNPL,30657,3,29.75,C,2024-09-18,2024-09,4.73,3,Closed,0,-500
L0003809,C003052,2,SME,1743002,29,20.0,C,2025-12-31,2025-12,3.38,7,Active,0,106836
L0003810,C003053,1,BNPL,12154,2,30.03,C,2025-09-21,2025-09,4.89,2,Closed,0,-1073
L0003811,C003054,1,SME,1118210,21,18.97,C,2025-05-03,2025-05,4.44,14,Active,0,84588
L0003812,C003055,1,Personal,135063,25,20.21,B,2026-05-09,2026-05,6.2,2,Active,0,2331
L0003813,C003056,1,SME,211861,25,22.63,D,2026-04-20,2026-04,2.04,3,Active,0,7357
L0003814,C003057,1,SME,456569,20,23.21,D,2024-07-04,2024-07,1.05,20,Closed,0,51866
L0003815,C003058,1,Personal,60339,23,27.15,D,2024-07-31,2024-07,4.37,23,Closed,1,-18537
L0003816,C003059,1,Personal,259516,11,28.94,D,2024-07-22,2024-07,15.21,11,Closed,0,24820
L0003817,C003059,2,Personal,112053,19,28.15,D,2026-03-12,2026-03,20.33,4,Active,0,7072
L0003818,C003060,1,BNPL,33849,2,25.93,B,2024-07-19,2024-07,3.01,2,Closed,0,-767
L0003819,C003061,1,BNPL,12553,2,23.6,A,2025-12-31,2025-12,3.31,2,Closed,0,-866
L0003820,C003062,1,SME,1338976,35,20.13,C,2026-02-18,2026-02,4.08,5,Active,0,65909
L0003821,C003063,1,BNPL,13106,5,27.45,B,2024-12-21,2024-12,49.27,5,Closed,0,-964
L0003822,C003064,1,SME,200000,13,25.67,E,2026-05-18,2026-05,50.01,2,Active,0,6253
L0003823,C003065,1,BNPL,11724,3,26.0,B,2026-03-08,2026-03,28.43,3,Closed,0,-319
L0003824,C003066,1,SME,1837377,21,20.0,C,2025-01-27,2025-01,3.19,18,Active,1,-623052
L0003825,C003067,1,BNPL,33538,5,30.67,C,2026-03-27,2026-03,2.39,4,Active,0,1072
L0003826,C003068,1,Personal,196026,18,15.85,A,2024-08-20,2024-08,1.79,18,Closed,0,8920
L0003827,C003069,1,SME,846365,32,17.01,B,2025-03-15,2025-03,2.49,16,Active,0,63188
L0003828,C003069,2,Personal,266253,19,19.52,B,2026-03-30,2026-03,2.69,4,Active,0,10527
L0003829,C003070,1,BNPL,26608,3,29.55,C,2024-10-24,2024-10,6.86,3,Closed,0,-737
L0003830,C003070,2,SME,467694,32,16.36,B,2024-11-21,2024-11,3.44,13,Written-off,1,-283805
L0003831,C003070,3,Personal,111183,12,19.82,B,2025-08-01,2025-08,4.34,9,Written-off,1,-63312
L0003832,C003071,1,BNPL,13018,3,32.74,D,2024-12-12,2024-12,6.75,3,Closed,0,-410
L0003833,C003072,1,BNPL,20982,3,25.29,B,2026-03-21,2026-03,55.47,3,Closed,0,-1059
L0003834,C003073,1,SME,667046,33,14.08,A,2026-05-20,2026-05,2.64,2,Active,0,12074
L0003835,C003074,1,BNPL,32250,3,23.79,A,2024-07-31,2024-07,2.68,3,Closed,0,-1307
L0003836,C003075,1,Personal,419482,21,24.88,C,2024-08-27,2024-08,13.4,21,Closed,0,58023
L0003837,C003076,1,Personal,88639,15,15.69,A,2026-02-05,2026-02,30.09,5,Active,0,1980
L0003838,C003077,1,SME,304407,41,19.81,C,2025-11-28,2025-11,0.99,8,Active,0,19727
L0003839,C003078,1,BNPL,13018,4,29.81,C,2025-05-20,2025-05,49.82,4,Closed,0,-623
L0003840,C003078,2,SME,5000000,22,19.76,C,2025-09-08,2025-09,35.32,10,Active,0,358837
L0003841,C003079,1,BNPL,4306,4,30.54,C,2025-01-28,2025-01,3.57,4,Closed,0,-736
L0003842,C003079,2,SME,297286,14,16.82,B,2025-09-28,2025-09,1.3,7,Closed,0,11287
L0003843,C003080,1,Personal,92075,31,24.08,C,2025-01-12,2025-01,4.53,14,Written-off,1,-39462
L0003844,C003081,1,BNPL,3497,3,29.87,C,2025-06-30,2025-06,5.68,3,Closed,0,-1238
L0003845,C003082,1,Personal,43984,30,24.43,C,2025-01-06,2025-01,10.77,11,Written-off,1,-22828
L0003846,C003083,1,Personal,306359,10,32.84,E,2026-05-12,2026-05,2.0,2,Active,0,13559
L0003847,C003084,1,SME,310141,36,18.04,B,2025-12-09,2025-12,69.47,7,Active,0,14953
L0003848,C003085,1,Personal,237097,17,19.89,B,2024-11-19,2024-11,15.03,17,Closed,0,16653
L0003849,C003086,1,Personal,136022,8,19.73,B,2024-08-29,2024-08,15.19,8,Closed,0,4766
L0003850,C003086,2,SME,687589,19,16.1,B,2025-11-15,2025-11,20.8,8,Active,0,30545
L0003851,C003087,1,BNPL,20533,2,29.54,C,2024-12-24,2024-12,41.29,2,Closed,0,-362
L0003852,C003088,1,Personal,81226,26,20.18,B,2025-05-04,2025-05,3.27,14,Active,0,5370
L0003853,C003089,1,Personal,316887,27,19.81,B,2025-05-16,2025-05,13.46,14,Active,0,28999
L0003854,C003090,1,BNPL,12057,4,26.86,B,2024-08-31,2024-08,6.72,4,Closed,0,-1381
L0003855,C003091,1,Personal,119268,23,20.02,B,2025-09-12,2025-09,12.52,10,Active,0,8085
L0003856,C003092,1,Personal,148748,18,24.11,C,2025-03-01,2025-03,2.87,16,Active,0,16710
L0003857,C003093,1,Personal,500000,25,24.03,C,2025-01-21,2025-01,2.01,18,Active,0,71359
L0003858,C003094,1,SME,343020,41,18.82,C,2026-01-07,2026-01,1.54,6,Active,0,16690
L0003859,C003095,1,BNPL,21583,3,24.02,A,2025-03-16,2025-03,0.98,3,Closed,0,-432
L0003860,C003096,1,BNPL,12456,1,27.64,B,2026-05-09,2026-05,4.48,1,Closed,0,-181
L0003861,C003097,1,Personal,300636,13,16.23,A,2024-10-03,2024-10,18.69,10,Closed,0,11096
L0003862,C003098,1,Personal,243890,19,21.16,B,2024-10-07,2024-10,10.44,19,Closed,0,22277
L0003863,C003099,1,Personal,62515,23,32.33,E,2024-10-23,2024-10,30.26,20,Written-off,1,-20280
L0003864,C003100,1,Personal,185799,25,28.58,D,2024-09-25,2024-09,1.77,20,Closed,0,36572
L0003865,C003101,1,Personal,134215,21,19.7,B,2025-09-30,2025-09,2.39,10,Active,0,8149
L0003866,C003102,1,BNPL,6102,4,29.99,C,2026-02-24,2026-02,9.19,4,Closed,0,-86
L0003867,C003103,1,Personal,327720,16,19.83,B,2025-01-19,2025-01,1.24,16,Closed,0,22048
L0003868,C003104,1,BNPL,2000,4,32.95,D,2025-12-07,2025-12,56.16,4,Closed,0,-1615
L0003869,C003105,1,BNPL,20071,3,36.22,E,2025-08-14,2025-08,9.45,3,Closed,1,-8471
L0003870,C003106,1,Personal,235331,20,28.65,D,2024-10-06,2024-10,3.15,9,Closed,0,27026
L0003871,C003106,2,BNPL,18092,2,32.92,D,2025-11-27,2025-11,2.18,2,Closed,0,605
L0003872,C003107,1,Personal,172711,28,19.56,B,2025-06-07,2025-06,3.92,8,Closed,0,10415
L0003873,C003108,1,Personal,74513,24,23.09,C,2026-03-01,2026-03,7.11,4,Active,0,3499
L0003874,C003109,1,SME,306583,29,15.94,B,2025-10-04,2025-10,2.45,9,Active,0,13412
L0003875,C003110,1,Personal,65853,14,31.83,E,2024-12-08,2024-12,4.21,14,Closed,0,7022
L0003876,C003110,2,Personal,30000,18,31.4,E,2025-07-11,2025-07,6.63,12,Active,0,4226
L0003877,C003110,3,BNPL,12940,3,36.05,E,2026-06-02,2026-06,2.9,1,Active,0,259
L0003878,C003111,1,BNPL,3821,3,27.38,B,2025-01-22,2025-01,2.45,3,Closed,0,-1148
L0003879,C003112,1,Personal,53401,19,16.19,A,2025-06-19,2025-06,18.83,13,Active,0,1408
L0003880,C003113,1,SME,1025954,14,19.37,C,2025-02-23,2025-02,8.11,14,Closed,1,-443133
L0003881,C003114,1,SME,1802853,38,16.67,B,2025-04-19,2025-04,3.55,15,Active,0,135224
L0003882,C003114,2,Personal,181562,21,19.41,B,2026-05-27,2026-05,1.91,2,Active,0,4953
L0003883,C003115,1,Personal,89557,34,19.49,B,2025-07-09,2025-07,17.19,9,Closed,0,5377
L0003884,C003116,1,Personal,115484,19,20.12,B,2024-09-25,2024-09,1.89,19,Closed,0,8470
L0003885,C003116,2,SME,5000000,15,17.19,B,2025-01-10,2025-01,2.06,15,Closed,0,279519
L0003886,C003116,3,SME,755377,33,17.2,B,2025-03-10,2025-03,1.46,8,Closed,0,38438
L0003887,C003117,1,Personal,101166,18,27.45,D,2025-05-02,2025-05,10.89,14,Active,0,12237
L0003888,C003118,1,BNPL,8811,2,32.84,D,2025-07-03,2025-07,2.59,2,Closed,0,-588
L0003889,C003119,1,Personal,279612,28,16.69,A,2024-08-27,2024-08,7.35,8,Closed,0,12007
L0003890,C003120,1,Personal,196035,30,19.71,B,2024-07-28,2024-07,3.01,24,Active,0,22439
L0003891,C003120,2,BNPL,15146,3,27.16,B,2025-03-11,2025-03,2.49,3,Closed,0,113
L0003892,C003121,1,SME,200000,17,19.83,C,2026-05-17,2026-05,27.85,2,Active,0,5296
L0003893,C003122,1,BNPL,36041,5,26.38,B,2025-02-16,2025-02,6.64,5,Closed,0,1108
L0003894,C003123,1,BNPL,5330,5,29.7,C,2024-10-24,2024-10,26.45,5,Closed,0,-249
L0003895,C003123,2,Personal,83859,19,24.32,C,2026-05-25,2026-05,16.98,2,Active,0,2955
L0003896,C003124,1,SME,465591,18,22.51,D,2026-06-20,2026-06,5.05,1,Active,0,9974
L0003897,C003125,1,SME,4271030,20,16.25,B,2025-07-21,2025-07,1.29,12,Active,0,219473
L0003898,C003125,2,Personal,107623,11,16.22,A,2025-09-05,2025-09,1.2,10,Active,0,3218
L0003899,C003126,1,BNPL,9181,3,27.09,B,2025-05-24,2025-05,8.03,3,Closed,0,-290
L0003900,C003127,1,BNPL,4597,4,36.76,E,2026-03-26,2026-03,0.52,4,Active,1,-2686
L0003901,C003128,1,BNPL,50000,2,26.96,B,2025-09-08,2025-09,11.73,2,Closed,0,320
L0003902,C003129,1,Personal,30000,21,19.67,B,2024-10-31,2024-10,23.21,12,Written-off,1,-15240
L0003903,C003130,1,Personal,81996,25,27.59,D,2024-12-05,2024-12,3.35,7,Written-off,1,-48499
L0003904,C003130,2,BNPL,2000,5,33.27,D,2025-01-09,2025-01,1.2,5,Closed,1,-904
L0003905,C003131,1,Personal,77869,14,32.29,E,2026-04-26,2026-04,2.87,3,Active,0,3270
L0003906,C003132,1,BNPL,7911,6,27.43,B,2025-04-14,2025-04,8.8,6,Closed,0,-245
L0003907,C003133,1,Personal,44856,19,28.17,D,2025-10-28,2025-10,1.46,9,Active,0,3704
L0003908,C003134,1,Personal,276021,21,21.18,B,2026-04-26,2026-04,5.73,3,Active,0,8546
L0003909,C003135,1,Personal,165935,24,19.97,B,2025-09-10,2025-09,1.22,10,Active,0,10943
L0003910,C003136,1,BNPL,4104,5,23.89,A,2026-02-07,2026-02,3.32,5,Closed,0,-1631
L0003911,C003137,1,BNPL,7992,3,35.77,E,2025-07-29,2025-07,2.46,3,Closed,0,-1127
L0003912,C003137,2,Personal,71393,10,32.27,E,2026-05-04,2026-05,4.94,2,Active,0,3401
L0003913,C003138,1,BNPL,17641,5,29.58,C,2025-07-01,2025-07,2.01,5,Closed,0,-814
L0003914,C003139,1,BNPL,16247,4,29.46,C,2025-08-12,2025-08,17.31,4,Closed,0,18
L0003915,C003140,1,BNPL,3890,4,33.99,D,2024-11-11,2024-11,76.19,4,Closed,0,-984
L0003916,C003141,1,Personal,102405,20,16.53,A,2024-07-10,2024-07,4.11,20,Closed,0,4491
L0003917,C003142,1,BNPL,5562,2,30.25,C,2025-11-21,2025-11,12.43,2,Closed,0,-141
L0003918,C003143,1,BNPL,4157,3,24.67,A,2026-06-09,2026-06,6.51,1,Active,0,-383
L0003919,C003144,1,Personal,118759,32,20.19,B,2024-10-30,2024-10,2.41,21,Active,0,12919
L0003920,C003144,2,Personal,157174,21,21.41,B,2026-01-30,2026-01,3.78,6,Active,0,8888
L0003921,C003145,1,Personal,247407,18,16.34,A,2026-04-27,2026-04,20.22,3,Active,0,6252
L0003922,C003146,1,Personal,182813,12,16.22,A,2024-08-17,2024-08,3.15,12,Closed,0,5382
L0003923,C003147,1,Personal,477081,32,16.18,A,2025-04-12,2025-04,9.27,15,Active,0,29905
L0003924,C003147,2,BNPL,3665,5,23.25,A,2026-05-18,2026-05,14.81,2,Active,0,-89
L0003925,C003148,1,SME,2398969,24,16.86,B,2026-06-04,2026-06,2.25,1,Active,0,45650
L0003926,C003149,1,Personal,77395,19,20.76,B,2025-11-05,2025-11,36.74,8,Active,0,4355
L0003927,C003150,1,Personal,292757,21,27.3,D,2025-05-22,2025-05,3.72,14,Active,0,40135
L0003928,C003151,1,Personal,121793,15,24.73,C,2025-06-17,2025-06,2.95,13,Active,0,10670
L0003929,C003151,2,SME,1363095,21,22.84,D,2025-11-10,2025-11,3.95,8,Active,0,107563
L0003930,C003152,1,BNPL,9905,2,23.92,A,2025-05-01,2025-05,1.79,2,Closed,0,-418
L0003931,C003152,2,BNPL,5628,3,23.85,A,2026-05-09,2026-05,2.88,2,Active,0,-50
L0003932,C003153,1,Personal,153266,16,31.65,E,2026-04-23,2026-04,26.45,3,Active,0,9012
L0003933,C003154,1,Personal,250827,8,16.24,A,2025-01-12,2025-01,3.34,8,Closed,0,5813
L0003934,C003155,1,Personal,160497,12,20.04,B,2025-07-30,2025-07,5.25,12,Active,0,7228
L0003935,C003156,1,SME,693708,11,19.93,C,2026-05-27,2026-05,2.04,2,Active,0,18626
L0003936,C003157,1,SME,226284,25,14.07,A,2024-12-11,2024-12,4.8,19,Active,0,8434
L0003937,C003158,1,BNPL,36776,3,24.46,A,2025-06-19,2025-06,1.86,3,Closed,0,-665
L0003938,C003159,1,Personal,121092,23,15.38,A,2025-08-07,2025-08,11.17,8,Closed,0,3871
L0003939,C003160,1,SME,229183,20,27.21,E,2025-04-05,2025-04,2.03,15,Active,1,-53464
L0003940,C003161,1,Personal,319353,23,20.23,B,2025-06-23,2025-06,1.76,13,Active,0,27834
L0003941,C003162,1,BNPL,40651,2,24.19,A,2025-12-23,2025-12,36.53,2,Closed,0,272
L0003942,C003163,1,Personal,46777,17,15.78,A,2025-03-04,2025-03,21.27,1,Closed,0,-91
L0003943,C003163,2,BNPL,2245,3,24.48,A,2025-11-19,2025-11,22.62,3,Closed,0,-177
L0003944,C003164,1,SME,1041022,21,18.01,B,2026-03-29,2026-03,1.22,4,Active,0,36052
L0003945,C003165,1,Personal,60917,19,32.85,E,2025-03-05,2025-03,3.05,16,Active,0,11646
L0003946,C003165,2,Personal,129668,13,31.55,E,2026-05-10,2026-05,1.23,2,Active,0,5786
L0003947,C003166,1,Personal,62295,19,15.84,A,2024-07-01,2024-07,2.53,19,Closed,0,711
L0003948,C003167,1,BNPL,50000,2,27.48,B,2025-11-18,2025-11,3.35,2,Closed,0,-170
L0003949,C003168,1,SME,1093331,22,19.95,C,2025-07-21,2025-07,1.59,12,Active,0,87120
L0003950,C003169,1,SME,2870514,29,20.42,C,2026-04-10,2026-04,8.17,3,Active,0,106571
L0003951,C003170,1,SME,532920,8,17.19,B,2024-10-20,2024-10,14.15,8,Closed,0,17002
L0003952,C003171,1,Personal,33617,24,23.83,C,2026-03-08,2026-03,3.6,4,Active,0,476
L0003953,C003172,1,Personal,157365,32,20.3,B,2026-03-28,2026-03,14.32,4,Active,0,6256
L0003954,C003173,1,Personal,71460,16,24.11,C,2025-02-13,2025-02,4.29,16,Closed,0,5540
L0003955,C003173,2,Personal,30000,24,19.43,B,2025-11-22,2025-11,2.39,8,Active,0,1274
L0003956,C003174,1,Personal,64435,13,32.03,E,2026-04-03,2026-04,21.57,3,Active,0,3018
L0003957,C003175,1,Personal,216813,18,19.51,B,2026-01-16,2026-01,1.76,6,Active,0,9799
L0003958,C003176,1,Personal,65597,14,19.5,B,2025-05-25,2025-05,36.7,9,Closed,0,2886
L0003959,C003176,2,SME,395641,33,17.24,B,2025-12-12,2025-12,8.43,3,Closed,0,11569
L0003960,C003177,1,SME,335117,11,14.26,A,2025-08-09,2025-08,1.12,11,Active,0,9251
L0003961,C003178,1,Personal,240819,13,23.9,C,2025-11-09,2025-11,1.06,8,Active,0,16302
L0003962,C003179,1,Personal,456578,19,28.46,D,2024-09-18,2024-09,34.26,19,Closed,0,82826
L0003963,C003180,1,BNPL,7226,4,29.5,C,2026-02-01,2026-02,4.05,4,Closed,0,-1321
L0003964,C003181,1,Personal,101677,16,27.65,D,2025-04-27,2025-04,15.11,15,Active,0,11223
L0003965,C003181,2,BNPL,34064,2,35.22,E,2025-12-29,2025-12,22.13,2,Closed,0,1416
L0003966,C003182,1,Personal,266125,12,16.35,A,2026-05-25,2026-05,52.6,2,Active,0,4947
L0003967,C003183,1,BNPL,15538,3,25.79,B,2025-04-20,2025-04,3.01,3,Closed,0,-1308
L0003968,C003184,1,BNPL,8604,1,29.58,C,2025-06-29,2025-06,4.4,1,Closed,0,-964
L0003969,C003185,1,Personal,145343,15,28.18,D,2024-10-14,2024-10,1.04,15,Closed,1,-14642
L0003970,C003185,2,Personal,147743,18,28.44,D,2025-02-25,2025-02,3.42,17,Active,0,22067
L0003971,C003186,1,SME,661287,21,22.93,D,2025-04-05,2025-04,0.65,15,Active,0,76321
L0003972,C003187,1,Personal,90379,17,24.1,C,2025-11-13,2025-11,19.63,8,Active,0,5580
L0003973,C003188,1,Personal,83967,14,27.92,D,2024-07-22,2024-07,1.73,14,Closed,0,8044
L0003974,C003189,1,Personal,147058,14,23.92,C,2025-03-08,2025-03,4.6,14,Closed,0,11568
L0003975,C003190,1,BNPL,7878,2,30.69,C,2024-10-01,2024-10,12.43,2,Closed,0,-265
L0003976,C003191,1,BNPL,18741,5,23.98,A,2025-02-25,2025-02,4.69,5,Closed,0,-211
L0003977,C003192,1,Personal,137065,16,27.59,D,2025-12-20,2025-12,1.81,7,Active,0,11331
L0003978,C003193,1,SME,780787,23,17.05,B,2024-10-16,2024-10,3.94,21,Active,0,54515
L0003979,C003194,1,SME,1597278,19,19.63,C,2026-02-01,2026-02,46.41,5,Active,0,71662
L0003980,C003195,1,BNPL,6739,3,29.32,C,2026-04-12,2026-04,13.45,3,Active,0,-280
L0003981,C003196,1,SME,631041,36,20.52,C,2024-08-18,2024-08,3.24,23,Active,0,90034
L0003982,C003197,1,BNPL,40340,3,32.33,D,2026-05-11,2026-05,33.76,2,Active,0,830
L0003983,C003198,1,BNPL,47392,3,23.52,A,2025-03-16,2025-03,9.06,3,Closed,0,678
L0003984,C003199,1,BNPL,46962,3,26.96,B,2026-06-03,2026-06,0.75,1,Active,0,-239
L0003985,C003200,1,SME,526780,19,19.99,C,2026-05-23,2026-05,6.4,2,Active,0,14351
L0003986,C003201,1,SME,599238,23,17.46,B,2024-08-27,2024-08,1.63,23,Active,0,46544
L0003987,C003201,2,Personal,63234,23,19.62,B,2025-09-26,2025-09,4.73,10,Active,0,3886
L0003988,C003201,3,BNPL,5670,4,26.32,B,2026-06-01,2026-06,4.08,1,Active,0,3
L0003989,C003202,1,Personal,54422,12,26.89,D,2025-07-23,2025-07,73.29,12,Active,0,3655
L0003990,C003203,1,Personal,94330,20,31.94,E,2026-01-03,2026-01,3.26,6,Active,1,-50108
L0003991,C003204,1,SME,1451343,27,20.93,C,2024-07-01,2024-07,4.86,14,Closed,0,149184
L0003992,C003205,1,SME,1143615,23,20.28,C,2025-04-21,2025-04,2.66,15,Active,0,114750
L0003993,C003206,1,BNPL,2126,2,32.63,D,2024-12-01,2024-12,40.88,2,Closed,0,-1251
L0003994,C003207,1,Personal,47661,21,23.59,C,2025-02-13,2025-02,40.09,17,Active,0,4004
L0003995,C003207,2,BNPL,28439,4,30.1,C,2026-02-08,2026-02,51.49,4,Closed,0,634
L0003996,C003208,1,SME,710199,21,20.28,C,2025-08-18,2025-08,33.75,11,Active,1,58865
L0003997,C003209,1,Personal,275913,30,16.47,A,2024-07-18,2024-07,1.74,24,Active,0,20441
L0003998,C003209,2,Personal,42725,25,16.12,A,2025-12-11,2025-12,2.55,4,Closed,0,987
L0003999,C003210,1,SME,4893207,37,19.67,C,2024-09-15,2024-09,8.62,22,Active,0,656044
L0004000,C003211,1,BNPL,12680,2,30.43,C,2026-01-29,2026-01,8.72,2,Closed,0,-915
L0004001,C003212,1,Personal,182365,16,16.55,A,2024-07-29,2024-07,14.08,16,Closed,0,8146
L0004002,C003213,1,Personal,94259,19,24.71,C,2026-04-11,2026-04,40.0,3,Active,0,3931
L0004003,C003214,1,Personal,57166,22,27.79,D,2025-07-03,2025-07,8.27,9,Closed,0,5983
L0004004,C003215,1,SME,583876,24,15.92,B,2025-12-20,2025-12,29.1,7,Active,0,21177
L0004005,C003216,1,BNPL,10779,4,26.26,B,2024-10-23,2024-10,10.96,4,Closed,0,-398
L0004006,C003217,1,Personal,121802,22,25.09,C,2026-05-05,2026-05,6.31,2,Active,0,4099
L0004007,C003218,1,BNPL,7790,5,23.6,A,2025-04-09,2025-04,1.8,5,Closed,0,-1466
L0004008,C003219,1,Personal,57708,32,23.08,C,2025-07-07,2025-07,5.91,10,Written-off,1,-33432
L0004009,C003220,1,SME,408608,16,16.43,B,2025-02-16,2025-02,7.54,16,Closed,0,20548
L0004010,C003221,1,Personal,89869,16,23.4,C,2026-03-15,2026-03,5.02,4,Active,0,3424
